ORDER_LINE_STATUS	ORDER_NUMBER	PLANNING_DATE	REQUESTED_DELIVERY_DATE	DEPARTURE_DATE	CUSTOMER_NUMBER	COUNTRY	CUSTOMERS_ORDER_NO	ORDER_LINE_DELIVERY_METHOD	ORDER_TYPE_CODE	ITEM_NUMBER	NAME	PROCUREMENT_GROUP_CODE	EAN_NUMBER	ORDER_LINE_NUMBER	WAREHOUSE	ORDERED_QUANTITY	NET_PRICE	PRICE	DELIVERY_NO
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104932E172.110	Ghost 18	FTW	195394869934	138	408	1	47,3	47,3	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104932E172.115	Ghost 18	FTW	195394869958	139	408	1	47,3	47,3	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104934E020.080	Ghost 18	FTW	195394908947	140	408	1	47,3	47,3	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104934E020.085	Ghost 18	FTW	195394908954	141	408	1	47,3	47,3	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104934E020.090	Ghost 18	FTW	195394908961	142	408	1	47,3	47,3	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104934E020.095	Ghost 18	FTW	195394908978	143	408	1	47,3	47,3	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104934E020.100	Ghost 18	FTW	195394908985	144	408	1	47,3	47,3	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104934E020.105	Ghost 18	FTW	195394908992	145	408	1	47,3	47,3	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104934E020.110	Ghost 18	FTW	195394909005	146	408	1	47,3	47,3	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104934E020.115	Ghost 18	FTW	195394909012	147	408	1	47,3	47,3	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204821B020.060	Ghost 18	FTW	195394871456	148	408	2	47,3	94,6	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204821B020.065	Ghost 18	FTW	195394871470	149	408	4	47,3	189,2	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204821B020.070	Ghost 18	FTW	195394871494	150	408	4	47,3	189,2	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204821B020.075	Ghost 18	FTW	195394871517	151	408	6	47,3	283,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204821B020.080	Ghost 18	FTW	195394871531	152	408	8	47,3	378,4	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204821B020.085	Ghost 18	FTW	195394871555	153	408	8	47,3	378,4	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204821B020.090	Ghost 18	FTW	195394871579	154	408	4	47,3	189,2	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204821B020.095	Ghost 18	FTW	195394871593	155	408	2	47,3	94,6	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204821B020.100	Ghost 18	FTW	195394871616	156	408	2	47,3	94,6	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204821B080.060	Ghost 18	FTW	195394872873	157	408	2	47,3	94,6	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204821B080.065	Ghost 18	FTW	195394872880	158	408	6	47,3	283,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204821B080.070	Ghost 18	FTW	195394872897	159	408	7	47,3	331,1	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204821B080.075	Ghost 18	FTW	195394872903	160	408	9	47,3	425,7	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204821B080.080	Ghost 18	FTW	195394872910	161	408	12	47,3	567,6	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204821B080.085	Ghost 18	FTW	195394872927	162	408	12	47,3	567,6	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204821B080.090	Ghost 18	FTW	195394872934	163	408	8	47,3	378,4	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204821B080.095	Ghost 18	FTW	195394872941	164	408	6	47,3	283,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204821B080.100	Ghost 18	FTW	195394872958	165	408	5	47,3	236,5	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204821B080.105	Ghost 18	FTW	195394872965	166	408	2	47,3	94,6	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204821B161.065	Ghost 18	FTW	195394873559	167	408	1	47,3	47,3	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204821B161.070	Ghost 18	FTW	195394873573	168	408	2	47,3	94,6	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204821B161.075	Ghost 18	FTW	195394873597	169	408	3	47,3	141,9	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204821B161.080	Ghost 18	FTW	195394873610	170	408	4	47,3	189,2	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204821B161.085	Ghost 18	FTW	195394873634	171	408	4	47,3	189,2	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204821B161.090	Ghost 18	FTW	195394873658	172	408	4	47,3	189,2	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204821B161.095	Ghost 18	FTW	195394873672	173	408	3	47,3	141,9	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204821B161.100	Ghost 18	FTW	195394873696	174	408	1	47,3	47,3	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204821B584.060	Ghost 18	FTW	195394873832	175	408	2	47,3	94,6	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204821B584.065	Ghost 18	FTW	195394873849	176	408	4	47,3	189,2	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204821B584.070	Ghost 18	FTW	195394873856	177	408	5	47,3	236,5	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204821B584.075	Ghost 18	FTW	195394873863	178	408	7	47,3	331,1	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204821B584.080	Ghost 18	FTW	195394873870	179	408	9	47,3	425,7	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204821B584.085	Ghost 18	FTW	195394873887	180	408	9	47,3	425,7	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204821B584.090	Ghost 18	FTW	195394873894	181	408	5	47,3	236,5	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204821B584.095	Ghost 18	FTW	195394873900	182	408	3	47,3	141,9	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204821B584.100	Ghost 18	FTW	195394873917	183	408	2	47,3	94,6	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204821D161.060	Ghost 18	FTW	195394873542	184	408	2	47,3	94,6	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204821D161.065	Ghost 18	FTW	195394873566	185	408	4	47,3	189,2	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204821D161.070	Ghost 18	FTW	195394873580	186	408	4	47,3	189,2	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204821D161.075	Ghost 18	FTW	195394873603	187	408	6	47,3	283,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204821D161.080	Ghost 18	FTW	195394873627	188	408	9	47,3	425,7	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204821D161.085	Ghost 18	FTW	195394873641	189	408	9	47,3	425,7	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204821D161.090	Ghost 18	FTW	195394873665	190	408	6	47,3	283,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204821D161.095	Ghost 18	FTW	195394873689	191	408	4	47,3	189,2	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204821D161.100	Ghost 18	FTW	195394873702	192	408	4	47,3	189,2	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204821D161.105	Ghost 18	FTW	195394873726	193	408	2	47,3	94,6	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204821D161.110	Ghost 18	FTW	195394873740	194	408	1	47,3	47,3	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104961D004.080	Ghost Max 4	FTW	195394886191	195	408	1	51,8	51,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104961D004.085	Ghost Max 4	FTW	195394886207	196	408	1	51,8	51,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104961D004.090	Ghost Max 4	FTW	195394886214	197	408	1	51,8	51,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104961D004.095	Ghost Max 4	FTW	195394886221	198	408	1	51,8	51,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104961D004.100	Ghost Max 4	FTW	195394886238	199	408	1	51,8	51,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104961D004.105	Ghost Max 4	FTW	195394886245	200	408	1	51,8	51,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104961D004.110	Ghost Max 4	FTW	195394886252	201	408	1	51,8	51,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104961D004.115	Ghost Max 4	FTW	195394886269	202	408	1	51,8	51,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104961D004.120	Ghost Max 4	FTW	195394886276	203	408	1	51,8	51,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104961D004.125	Ghost Max 4	FTW	195394886283	204	408	1	51,8	51,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104961D004.130	Ghost Max 4	FTW	195394886290	205	408	1	51,8	51,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104961D004.140	Ghost Max 4	FTW	195394886306	206	408	1	51,8	51,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104961D162.085	Ghost Max 4	FTW	195394887013	207	408	1	51,8	51,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104961D162.090	Ghost Max 4	FTW	195394887044	208	408	1	51,8	51,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104961D162.095	Ghost Max 4	FTW	195394887075	209	408	1	51,8	51,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104961D162.100	Ghost Max 4	FTW	195394887105	210	408	1	51,8	51,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104961D162.105	Ghost Max 4	FTW	195394887136	211	408	1	51,8	51,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104961D162.110	Ghost Max 4	FTW	195394887167	212	408	1	51,8	51,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104961D162.115	Ghost Max 4	FTW	195394887198	213	408	1	51,8	51,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104961D162.120	Ghost Max 4	FTW	195394887228	214	408	1	51,8	51,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104961D162.125	Ghost Max 4	FTW	195394887259	215	408	1	51,8	51,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104961D452.080	Ghost Max 4	FTW	195394887396	216	408	1	51,8	51,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104961D452.085	Ghost Max 4	FTW	195394887402	217	408	1	51,8	51,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104961D452.090	Ghost Max 4	FTW	195394887419	218	408	1	51,8	51,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104961D452.095	Ghost Max 4	FTW	195394887426	219	408	1	51,8	51,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104961D452.100	Ghost Max 4	FTW	195394887433	220	408	1	51,8	51,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104961D452.105	Ghost Max 4	FTW	195394887440	221	408	1	51,8	51,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104961D452.110	Ghost Max 4	FTW	195394887457	222	408	1	51,8	51,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104961D452.115	Ghost Max 4	FTW	195394887464	223	408	1	51,8	51,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104961D452.120	Ghost Max 4	FTW	195394887471	224	408	1	51,8	51,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104961D452.125	Ghost Max 4	FTW	195394887488	225	408	1	51,8	51,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104961D452.130	Ghost Max 4	FTW	195394887495	226	408	1	51,8	51,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104961D452.140	Ghost Max 4	FTW	195394887501	227	408	1	51,8	51,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104962E162.080	Ghost Max 4	FTW	195394886993	228	408	1	51,8	51,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104962E162.085	Ghost Max 4	FTW	195394887020	229	408	1	51,8	51,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104962E162.090	Ghost Max 4	FTW	195394887051	230	408	1	51,8	51,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104962E162.095	Ghost Max 4	FTW	195394887082	231	408	1	51,8	51,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104962E162.100	Ghost Max 4	FTW	195394887112	232	408	1	51,8	51,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104962E162.105	Ghost Max 4	FTW	195394887143	233	408	1	51,8	51,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104962E162.110	Ghost Max 4	FTW	195394887174	234	408	1	51,8	51,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104962E162.115	Ghost Max 4	FTW	195394887204	235	408	1	51,8	51,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104962E162.120	Ghost Max 4	FTW	195394887235	236	408	1	51,8	51,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204851B173.070	Ghost Max 4	FTW	195394889376	237	408	1	51,8	51,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204851B173.075	Ghost Max 4	FTW	195394889406	238	408	1	51,8	51,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204851B173.080	Ghost Max 4	FTW	195394889437	239	408	1	51,8	51,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204851B173.085	Ghost Max 4	FTW	195394889468	240	408	1	51,8	51,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204851B173.090	Ghost Max 4	FTW	195394889499	241	408	1	51,8	51,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204851B173.095	Ghost Max 4	FTW	195394889529	242	408	1	51,8	51,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104751D072.090	Ghost Trail	FTW	195394892239	243	408	9	46,7	420,3	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104751D072.095	Ghost Trail	FTW	195394892246	244	408	14	46,7	653,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104751D072.100	Ghost Trail	FTW	195394892253	245	408	22	46,7	1027,4	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104751D072.105	Ghost Trail	FTW	195394892260	246	408	21	46,7	980,7	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104751D072.110	Ghost Trail	FTW	195394892277	247	408	20	46,7	934	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104751D072.115	Ghost Trail	FTW	195394892284	248	408	11	46,7	513,7	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104751D072.120	Ghost Trail	FTW	195394892291	249	408	9	46,7	420,3	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104751D072.125	Ghost Trail	FTW	195394892307	250	408	1	46,7	46,7	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104751D072.130	Ghost Trail	FTW	195394892314	251	408	1	46,7	46,7	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104751D099.080	Ghost Trail	FTW	195394892369	252	408	1	46,7	46,7	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104751D099.085	Ghost Trail	FTW	195394892376	253	408	1	46,7	46,7	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104751D099.090	Ghost Trail	FTW	195394892383	254	408	9	46,7	420,3	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104751D099.095	Ghost Trail	FTW	195394892390	255	408	15	46,7	700,5	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104751D099.100	Ghost Trail	FTW	195394892406	256	408	22	46,7	1027,4	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104751D099.105	Ghost Trail	FTW	195394892413	257	408	21	46,7	980,7	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104751D099.110	Ghost Trail	FTW	195394892420	258	408	20	46,7	934	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104751D099.115	Ghost Trail	FTW	195394892437	259	408	11	46,7	513,7	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104751D099.120	Ghost Trail	FTW	195394892444	260	408	10	46,7	467	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104751D099.125	Ghost Trail	FTW	195394892451	261	408	2	46,7	93,4	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104751D099.130	Ghost Trail	FTW	195394892468	262	408	1	46,7	46,7	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104751D319.075	Ghost Trail	FTW	195394892802	263	408	2	46,7	93,4	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104751D319.080	Ghost Trail	FTW	195394892819	264	408	4	46,7	186,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104751D319.085	Ghost Trail	FTW	195394892826	265	408	4	46,7	186,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104751D319.090	Ghost Trail	FTW	195394892833	266	408	9	46,7	420,3	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104751D319.095	Ghost Trail	FTW	195394892840	267	408	9	46,7	420,3	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104751D319.100	Ghost Trail	FTW	195394892857	268	408	9	46,7	420,3	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104751D319.105	Ghost Trail	FTW	195394892864	269	408	9	46,7	420,3	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104751D319.110	Ghost Trail	FTW	195394892871	270	408	4	46,7	186,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204641B454.070	Ghost Trail	FTW	195394893281	271	408	2	46,7	93,4	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204641B454.075	Ghost Trail	FTW	195394893298	272	408	4	46,7	186,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204641B454.080	Ghost Trail	FTW	195394893304	273	408	4	46,7	186,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204641B454.085	Ghost Trail	FTW	195394893311	274	408	9	46,7	420,3	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204641B454.090	Ghost Trail	FTW	195394893328	275	408	9	46,7	420,3	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204641B454.095	Ghost Trail	FTW	195394893335	276	408	9	46,7	420,3	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204641B454.100	Ghost Trail	FTW	195394893342	277	408	9	46,7	420,3	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204641B454.105	Ghost Trail	FTW	195394893359	278	408	4	46,7	186,8	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204641B595.070	Ghost Trail	FTW	195394893137	279	408	1	46,7	46,7	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204641B595.075	Ghost Trail	FTW	195394893144	280	408	1	46,7	46,7	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204641B595.080	Ghost Trail	FTW	195394893151	281	408	1	46,7	46,7	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204641B595.085	Ghost Trail	FTW	195394893168	282	408	1	46,7	46,7	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204641B595.090	Ghost Trail	FTW	195394893175	283	408	1	46,7	46,7	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204641B595.095	Ghost Trail	FTW	195394893182	284	408	1	46,7	46,7	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1204641B595.100	Ghost Trail	FTW	195394893199	285	408	1	46,7	46,7	34586334
22	1023643834	4/28/2026	5/15/2026	5/12/2026	64920	PL	F26 FTW MAY	105	E11	1104761D039.075	Glycerin 23	FTW	195394894431	286	408	1	55,3	55,3	34586334
